Sub District Code,Granularity,Name,Type,villages_Inhabited,villages_Uninhabited,towns,households,Persons,Males,Females,Area,Density
3256,SUB-DISTRICT,Kansabel,Total,0,0,0,"18,209","10,427","5,454","4,973",561.42,137
3256,SUB-DISTRICT,Kansabel,Rural,62,0,0,"18,209","76,735","37,840","38,895",561.42,137
3256,SUB-DISTRICT,Kansabel,Urban,62,0,0,0,"76,735","37,840","38,895",0,0
3257,SUB-DISTRICT,Jashpur,Total,0,0,1,"20,792",0,0,0,757.88,127
3257,SUB-DISTRICT,Jashpur,Rural,96,1,0,"14,664","96,360","48,449","47,911",744.15,91
3257,SUB-DISTRICT,Jashpur,Urban,96,1,1,"6,128","68,059","34,111","33,948",13.73,"2,061"
3258,SUB-DISTRICT,Manora,Total,0,0,0,"12,511","28,301","14,338","13,963",619.66,98
3258,SUB-DISTRICT,Manora,Rural,97,0,0,"12,511","60,695","30,710","29,985",619.66,98
3258,SUB-DISTRICT,Manora,Urban,97,0,0,0,"60,695","30,710","29,985",0,0
3259,SUB-DISTRICT,Kunkuri,Total,0,0,1,"21,487",0,0,0,426.69,223
3259,SUB-DISTRICT,Kunkuri,Rural,90,0,0,"18,499","95,300","47,657","47,643",419.15,194
3259,SUB-DISTRICT,Kunkuri,Urban,90,0,1,"2,988","81,454","40,787","40,667",7.54,"1,836"
3260,SUB-DISTRICT,Duldula,Total,0,0,0,"11,735","13,846","6,870","6,976",521.79,97
3260,SUB-DISTRICT,Duldula,Rural,66,0,0,"11,735","50,840","25,092","25,748",521.79,97
3260,SUB-DISTRICT,Duldula,Urban,66,0,0,0,"50,840","25,092","25,748",0,0
3261,SUB-DISTRICT,Farsabahar,Total,0,0,0,"25,456",0,0,0,660.97,164
3261,SUB-DISTRICT,Farsabahar,Rural,99,0,0,"25,456","1,08,498","53,496","55,002",660.97,164
3261,SUB-DISTRICT,Farsabahar,Urban,99,0,0,0,"1,08,498","53,496","55,002",0,0
3262,SUB-DISTRICT,Pathalgaon,Total,0,0,2,"43,215",0,0,0,803.43,238
3262,SUB-DISTRICT,Pathalgaon,Rural,107,0,0,"38,244","1,91,530","95,480","96,050",771.6,218
3262,SUB-DISTRICT,Pathalgaon,Urban,107,0,2,"4,971","1,68,112","83,702","84,410",31.83,736
0,DISTRICT,Raigarh,Total,0,0,10,"3,67,962","23,418","11,778","11,640",7086,211
0,DISTRICT,Raigarh,Rural,"1,426",40,0,"3,12,800","14,93,984","7,50,278","7,43,706",6966.5,179
0,DISTRICT,Raigarh,Urban,"1,426",40,10,"55,162","12,47,682","6,23,817","6,23,865",119.5,"2,061"
3263,SUB-DISTRICT,Udaipur (Dharamjaigarh),Total,0,0,1,"48,428","2,46,302","1,26,461","1,19,841",1935.68,107
3263,SUB-DISTRICT,Udaipur (Dharamjaigarh),Rural,190,1,0,"45,059","2,07,030","1,03,310","1,03,720",1904.43,101
3263,SUB-DISTRICT,Udaipur (Dharamjaigarh),Urban,190,1,1,"3,369","1,92,676","96,031","96,645",31.25,459
3264,SUB-DISTRICT,Lailunga,Total,0,0,1,"31,465","14,354","7,279","7,075",795.4,164
3264,SUB-DISTRICT,Lailunga,Rural,120,2,0,"29,563","1,30,613","65,035","65,578",793.4,154
3264,SUB-DISTRICT,Lailunga,Urban,120,2,1,"1,902","1,22,405","60,906","61,499",2,"4,104"
3265,SUB-DISTRICT,Gharghoda,Total,0,0,1,"19,618","8,208","4,129","4,079",481.19,165
3265,SUB-DISTRICT,Gharghoda,Rural,80,1,0,"17,374","79,425","39,330","40,095",468.19,149
3265,SUB-DISTRICT,Gharghoda,Urban,80,1,1,"2,244","69,970","34,501","35,469",13,727
3266,SUB-DISTRICT,Tamnar,Total,0,0,0,"23,963","9,455","4,829","4,626",729.01,134
3266,SUB-DISTRICT,Tamnar,Rural,116,1,0,"23,963","97,975","49,342","48,633",729.01,134
3266,SUB-DISTRICT,Tamnar,Urban,116,1,0,0,"97,975","49,342","48,633",0,0
3267,SUB-DISTRICT,Raigarh,Total,0,0,2,"72,961",0,0,0,652.42,471
3267,SUB-DISTRICT,Raigarh,Rural,138,2,0,"36,716","3,07,513","1,57,560","1,49,953",616.69,234
3267,SUB-DISTRICT,Raigarh,Urban,138,2,2,"36,245","1,44,392","73,203","71,189",35.73,"4,565"
3268,SUB-DISTRICT,Pusour,Total,0,0,1,"36,644","1,63,121","84,357","78,764",473.76,295
3268,SUB-DISTRICT,Pusour,Rural,147,0,0,"35,448","1,39,799","70,261","69,538",457.76,295
3268,SUB-DISTRICT,Pusour,Urban,147,0,1,"1,196","1,35,055","67,874","67,181",16,297
3269,SUB-DISTRICT,Kharsia,Total,0,0,1,"36,706","4,744","2,387","2,357",514.07,293
3269,SUB-DISTRICT,Kharsia,Rural,136,1,0,"32,700","1,50,627","75,194","75,433",510.83,258
3269,SUB-DISTRICT,Kharsia,Urban,136,1,1,"4,006","1,31,688","65,444","66,244",3.24,"5,845"
3270,SUB-DISTRICT,Sarangarh,Total,0,0,1,"57,327","18,939","9,750","9,189",883.54,260
3270,SUB-DISTRICT,Sarangarh,Rural,274,14,0,"54,016","2,29,603","1,14,164","1,15,439",880.87,244
3270,SUB-DISTRICT,Sarangarh,Urban,274,14,1,"3,311","2,14,649","1,06,744","1,07,905",2.67,"5,601"
3271,SUB-DISTRICT,Baramkela,Total,0,0,2,"40,850","14,954","7,420","7,534",620.92,244
3271,SUB-DISTRICT,Baramkela,Rural,225,18,0,"37,961","1,51,399","76,082","75,317",605.31,229
3271,SUB-DISTRICT,Baramkela,Urban,225,18,2,"2,889","1,38,872","69,772","69,100",15.61,802
0,DISTRICT,Korba ,Total,0,0,7,"2,80,073","12,527","6,310","6,217",6598,183
0,DISTRICT,Korba ,Rural,707,12,0,"1,80,218","12,06,640","6,12,915","5,93,725",6321.5,120
0,DISTRICT,Korba ,Urban,707,12,7,"99,855","7,60,350","3,81,424","3,78,926",276.5,"1,614"
3272,SUB-DISTRICT,Katghora,Total,0,0,4,"68,557","4,46,290","2,31,491","2,14,799",570.92,533
3272,SUB-DISTRICT,Katghora,Rural,107,3,0,"23,398","3,04,058","1,56,211","1,47,847",459.13,217
3272,SUB-DISTRICT,Katghora,Urban,107,3,4,"45,159","99,506","49,974","49,532",111.79,"1,830"
3273,SUB-DISTRICT,Poundi-Uproda,Total,0,0,0,"44,125","2,04,552","1,06,237","98,315",2075.32,91
3273,SUB-DISTRICT,Poundi-Uproda,Rural,209,3,0,"44,125","1,88,783","95,083","93,700",2075.32,91
3273,SUB-DISTRICT,Poundi-Uproda,Urban,209,3,0,0,"1,88,783","95,083","93,700",0,0
3274,SUB-DISTRICT,Pali,Total,0,0,1,"45,518",0,0,0,1293.7,154
3274,SUB-DISTRICT,Pali,Rural,141,0,0,"44,324","1,98,746","1,00,092","98,654",1291.06,150
3274,SUB-DISTRICT,Pali,Urban,141,0,1,"1,194","1,93,232","97,335","95,897",2.64,"2,089"
3275,SUB-DISTRICT,Korba,Total,0,0,2,"86,261","5,514","2,757","2,757",1996.43,185
3275,SUB-DISTRICT,Korba,Rural,129,5,0,"32,759","3,69,257","1,88,711","1,80,546",1834.36,73
3275,SUB-DISTRICT,Korba,Urban,129,5,2,"53,502","1,33,033","66,214","66,819",162.07,"1,458"
3276,SUB-DISTRICT,Kartala,Total,0,0,0,"35,612","2,36,224","1,22,497","1,13,727",661.63,220
3276,SUB-DISTRICT,Kartala,Rural,121,1,0,"35,612","1,45,796","72,818","72,978",661.63,220
3276,SUB-DISTRICT,Kartala,Urban,121,1,0,0,"1,45,796","72,818","72,978",0,0
0,DISTRICT,Janjgir - Champa,Total,0,0,15,"3,64,532",0,0,0,3853,420
0,DISTRICT,Janjgir - Champa,Rural,881,11,0,"3,16,344","16,19,707","8,15,717","8,03,990",3647.63,382
0,DISTRICT,Janjgir - Champa,Urban,881,11,15,"48,188","13,94,646","7,01,401","6,93,245",205.37,"1,096"
3277,SUB-DISTRICT,Janjgir,Total,0,0,1,"32,604","2,25,061","1,14,316","1,10,745",237.99,643
3277,SUB-DISTRICT,Janjgir,Rural,50,0,0,"23,914","1,53,060","77,822","75,238",218.63,515
3277,SUB-DISTRICT,Janjgir,Urban,50,0,1,"8,690","1,12,499","57,091","55,408",19.36,"2,095"
3278,SUB-DISTRICT,Akaltara,Total,0,0,1,"39,340","40,561","20,731","19,830",380.94,462
3278,SUB-DISTRICT,Akaltara,Rural,79,2,0,"34,504","1,76,080","89,986","86,094",361.23,425
3278,SUB-DISTRICT,Akaltara,Urban,79,2,1,"4,836","1,53,368","78,300","75,068",19.71,"1,152"
3279,SUB-DISTRICT,Baloda,Total,0,0,1,"24,975","22,712","11,686","11,026",394.26,262
3279,SUB-DISTRICT,Baloda,Rural,69,0,0,"22,044","1,03,219","52,081","51,138",380.07,236
3279,SUB-DISTRICT,Baloda,Urban,69,0,1,"2,931","89,589","45,183","44,406",14.19,961
3280,SUB-DISTRICT,Nawagarh,Total,0,0,2,"31,817","13,630","6,898","6,732",377.68,416
3280,SUB-DISTRICT,Nawagarh,Rural,69,2,0,"28,044","1,56,947","79,514","77,433",351.4,396
3280,SUB-DISTRICT,Nawagarh,Urban,69,2,2,"3,773","1,39,122","70,459","68,663",26.28,678
3281,SUB-DISTRICT,Champa,Total,0,0,2,"45,743","17,825","9,055","8,770",387.61,545
3281,SUB-DISTRICT,Champa,Rural,85,1,0,"34,392","2,11,189","1,07,099","1,04,090",354.27,448
3281,SUB-DISTRICT,Champa,Urban,85,1,2,"11,351","1,58,717","80,312","78,405",33.34,"1,574"
3282,SUB-DISTRICT,Sakti,Total,0,0,2,"40,918","52,472","26,787","25,685",403.99,437
3282,SUB-DISTRICT,Sakti,Rural,126,2,0,"34,579","1,76,477","88,437","88,040",388.24,375
3282,SUB-DISTRICT,Sakti,Urban,126,2,2,"6,339","1,45,729","72,863","72,866",15.75,"1,952"
3283,SUB-DISTRICT,Pamgarh,Total,0,0,2,"36,428","30,748","15,574","15,174",442.22,376
3283,SUB-DISTRICT,Pamgarh,Rural,70,2,0,"33,011","1,66,176","83,353","82,823",412.63,363
3283,SUB-DISTRICT,Pamgarh,Urban,70,2,2,"3,417","1,49,823","75,150","74,673",29.59,553
3284,SUB-DISTRICT,Dabhra,Total,0,0,2,"43,160","16,353","8,203","8,150",436.67,378
3284,SUB-DISTRICT,Dabhra,Rural,124,0,0,"39,646","1,64,863","82,467","82,396",419.48,356
3284,SUB-DISTRICT,Dabhra,Urban,124,0,2,"3,514","1,49,321","74,629","74,692",17.19,904
3285,SUB-DISTRICT,Malkharoda,Total,0,0,1,"33,746","15,542","7,838","7,704",341.06,432
3285,SUB-DISTRICT,Malkharoda,Rural,108,1,0,"32,012","1,47,447","73,394","74,053",327.17,428
3285,SUB-DISTRICT,Malkharoda,Urban,108,1,1,"1,734","1,40,175","69,822","70,353",13.89,524
3286,SUB-DISTRICT,Jaijaipur,Total,0,0,1,"35,801","7,272","3,572","3,700",450.58,365
3286,SUB-DISTRICT,Jaijaipur,Rural,101,1,0,"34,198","1,64,249","81,564","82,685",434.51,360
3286,SUB-DISTRICT,Jaijaipur,Urban,101,1,1,"1,603","1,56,303","77,592","78,711",16.07,494
0,DISTRICT,Bilaspur,Total,0,0,20,"6,00,822","7,946","3,972","3,974",8272,322
0,DISTRICT,Bilaspur,Rural,"1,566",33,0,"4,56,635","26,63,629","13,51,574","13,12,055",7983.44,248
0,DISTRICT,Bilaspur,Urban,"1,566",33,20,"1,44,187","19,83,759","10,02,520","9,81,239",288.56,"2,356"
3287,SUB-DISTRICT,Pendra Road Gorella,Total,0,0,1,"34,141","6,79,870","3,49,054","3,30,816",778.1,172
3287,SUB-DISTRICT,Pendra Road Gorella,Rural,85,0,0,"29,920","1,34,135","67,806","66,329",753.1,154
3287,SUB-DISTRICT,Pendra Road Gorella,Urban,85,0,1,"4,221","1,15,970","58,382","57,588",25,727
3288,SUB-DISTRICT,Marwahi,Total,0,0,0,"30,970","18,165","9,424","8,741",690.32,169
3288,SUB-DISTRICT,Marwahi,Rural,86,0,0,"30,970","1,16,804","57,965","58,839",690.32,169
3288,SUB-DISTRICT,Marwahi,Urban,86,0,0,0,"1,16,804","57,965","58,839",0,0
3289,SUB-DISTRICT,Pendra,Total,0,0,1,"22,618",0,0,0,509.76,168
3289,SUB-DISTRICT,Pendra,Rural,51,0,0,"19,463","85,481","42,727","42,754",491.09,145
3289,SUB-DISTRICT,Pendra,Urban,51,0,1,"3,155","71,361","35,570","35,791",18.67,756
3290,SUB-DISTRICT,Lormi,Total,0,0,1,"63,978","14,120","7,157","6,963",1642.56,167
3290,SUB-DISTRICT,Lormi,Rural,256,9,0,"60,781","2,74,859","1,38,959","1,35,900",1633.16,159
3290,SUB-DISTRICT,Lormi,Urban,256,9,1,"3,197","2,59,703","1,31,308","1,28,395",9.4,"1,612"
3291,SUB-DISTRICT,Kota,Total,0,0,2,"54,987","15,156","7,651","7,505",1155.73,198
3291,SUB-DISTRICT,Kota,Rural,162,0,0,"45,556","2,28,358","1,15,444","1,12,914",1100.86,168
3291,SUB-DISTRICT,Kota,Urban,162,0,2,"9,431","1,85,317","93,339","91,978",54.87,784
3292,SUB-DISTRICT,Mungeli,Total,0,0,1,"55,751","43,041","22,105","20,936",692.46,360
3292,SUB-DISTRICT,Mungeli,Rural,260,18,0,"48,240","2,49,229","1,26,407","1,22,822",673.63,316
3292,SUB-DISTRICT,Mungeli,Urban,260,18,1,"7,511","2,12,779","1,07,854","1,04,925",18.83,"1,936"
3293,SUB-DISTRICT,Pathariya,Total,0,0,2,"37,988","36,450","18,553","17,897",422.67,420
3293,SUB-DISTRICT,Pathariya,Rural,151,0,0,"35,097","1,77,619","90,083","87,536",394.83,415
3293,SUB-DISTRICT,Pathariya,Urban,151,0,2,"2,891","1,63,786","83,146","80,640",27.84,497
3294,SUB-DISTRICT,Takhatpur,Total,0,0,2,"62,241","13,833","6,937","6,896",714.35,417
3294,SUB-DISTRICT,Takhatpur,Rural,174,2,0,"52,410","2,97,724","1,51,910","1,45,814",690,360
3294,SUB-DISTRICT,Takhatpur,Urban,174,2,2,"9,831","2,48,423","1,26,544","1,21,879",24.35,"2,025"
3295,SUB-DISTRICT,Bilaspur,Total,0,0,7,"1,37,863","49,301","25,366","23,935",448.41,"1,438"
3295,SUB-DISTRICT,Bilaspur,Rural,84,0,0,"41,415","6,44,928","3,31,018","3,13,910",377.59,509
3295,SUB-DISTRICT,Bilaspur,Urban,84,0,7,"96,448","1,92,158","98,076","94,082",70.82,"6,393"
3296,SUB-DISTRICT,Masturi,Total,0,0,1,"66,739","4,52,770","2,32,942","2,19,828",853.94,349
3296,SUB-DISTRICT,Masturi,Rural,171,2,0,"65,146","2,97,726","1,49,980","1,47,746",839.7,344
3296,SUB-DISTRICT,Masturi,Urban,171,2,1,"1,593","2,89,221","1,45,570","1,43,651",14.24,597
3297,SUB-DISTRICT,Bilha,Total,0,0,2,"33,546","8,505","4,410","4,095",363.69,431
3297,SUB-DISTRICT,Bilha,Rural,86,2,0,"27,637","1,56,766","79,275","77,491",339.15,378
3297,SUB-DISTRICT,Bilha,Urban,86,2,2,"5,909","1,28,237","64,766","63,471",24.54,"1,163"
0,DISTRICT,Kabeerdham,Total,0,0,6,"1,78,446","28,529","14,509","14,020",4235,194
0,DISTRICT,Kabeerdham,Rural,957,49,0,"1,59,300","8,22,526","4,12,058","4,10,468",4178.85,176
0,DISTRICT,Kabeerdham,Urban,957,49,6,"19,146","7,35,131","3,67,941","3,67,190",56.15,"1,556"
3298,SUB-DISTRICT,Kawardha,Total,0,0,2,"49,564","87,395","44,117","43,278",641.07,354
3298,SUB-DISTRICT,Kawardha,Rural,181,1,0,"38,390","2,27,231","1,14,015","1,13,216",622.61,282
3298,SUB-DISTRICT,Kawardha,Urban,181,1,2,"11,174","1,75,715","87,861","87,854",18.46,"2,791"
3299,SUB-DISTRICT,Bodla,Total,0,0,1,"43,374","51,516","26,154","25,362",1879.53,100
3299,SUB-DISTRICT,Bodla,Rural,314,29,0,"42,026","1,87,121","93,396","93,725",1871.54,97
3299,SUB-DISTRICT,Bodla,Urban,314,29,1,"1,348","1,81,432","90,637","90,795",7.99,712
3300,SUB-DISTRICT,Sahaspur Lohara,Total,0,0,1,"31,696","5,689","2,759","2,930",569.05,268
3300,SUB-DISTRICT,Sahaspur Lohara,Rural,187,10,0,"30,073","1,52,238","75,771","76,467",559.58,260
3300,SUB-DISTRICT,Sahaspur Lohara,Urban,187,10,1,"1,623","1,45,221","72,292","72,929",9.47,741
3301,SUB-DISTRICT,Pandariya,Total,0,0,2,"53,812","7,017","3,479","3,538",1145.35,223
3301,SUB-DISTRICT,Pandariya,Rural,275,9,0,"48,811","2,55,936","1,28,876","1,27,060",1125.12,207
3301,SUB-DISTRICT,Pandariya,Urban,275,9,2,"5,001","2,32,763","1,17,151","1,15,612",20.23,"1,145"
0,DISTRICT,Rajnandgaon,Total,0,0,8,"3,18,488","23,173","11,725","11,448",8070,190
0,DISTRICT,Rajnandgaon,Rural,"1,600",53,0,"2,58,688","15,37,133","7,62,855","7,74,278",7910.66,160
0,DISTRICT,Rajnandgaon,Urban,"1,600",53,8,"59,800","12,64,621","6,26,212","6,38,409",159.34,"1,710"
3302,SUB-DISTRICT,Chhuikhadan,Total,0,0,2,"36,726","2,72,512","1,36,643","1,35,869",1341.96,131
3302,SUB-DISTRICT,Chhuikhadan,Rural,227,34,0,"32,258","1,76,222","87,398","88,824",1324.15,118
3302,SUB-DISTRICT,Chhuikhadan,Urban,227,34,2,"4,468","1,55,851","77,281","78,570",17.81,"1,144"
3303,SUB-DISTRICT,Khairagarh,Total,0,0,1,"38,794","20,371","10,117","10,254",991.47,194
3303,SUB-DISTRICT,Khairagarh,Rural,218,8,0,"33,925","1,92,222","95,163","97,059",972.42,174
3303,SUB-DISTRICT,Khairagarh,Urban,218,8,1,"4,869","1,69,658","83,829","85,829",19.05,"1,184"
3304,SUB-DISTRICT,Dongargarh,Total,0,0,1,"43,194","22,564","11,334","11,230",1044.88,199
3304,SUB-DISTRICT,Dongargarh,Rural,176,2,0,"34,571","2,08,117","1,03,321","1,04,796",1020.2,167
3304,SUB-DISTRICT,Dongargarh,Urban,176,2,1,"8,623","1,70,745","84,581","86,164",24.68,"1,514"
3305,SUB-DISTRICT,Rajnandgaon,Total,0,0,1,"76,395","37,372","18,740","18,632",745.28,488
3305,SUB-DISTRICT,Rajnandgaon,Rural,162,0,0,"41,177","3,63,352","1,82,141","1,81,211",669.23,299
3305,SUB-DISTRICT,Rajnandgaon,Urban,162,0,1,"35,218","2,00,238","1,00,212","1,00,026",76.05,"2,145"
3306,SUB-DISTRICT,Chhuriya,Total,0,0,1,"35,843","1,63,114","81,929","81,185",1021.85,175
3306,SUB-DISTRICT,Chhuriya,Rural,216,2,0,"34,809","1,78,506","87,651","90,855",1015.89,171
3306,SUB-DISTRICT,Chhuriya,Urban,216,2,1,"1,034","1,73,997","85,360","88,637",5.96,757
3307,SUB-DISTRICT,Dongargaon,Total,0,0,1,"28,259","4,509","2,291","2,218",433.89,311
3307,SUB-DISTRICT,Dongargaon,Rural,110,3,0,"24,847","1,34,767","67,103","67,664",429.58,280
3307,SUB-DISTRICT,Dongargaon,Urban,110,3,1,"3,412","1,20,074","59,722","60,352",4.31,"3,409"
3308,SUB-DISTRICT,Mohla,Total,0,0,0,"18,178","14,693","7,381","7,312",798.06,109
3308,SUB-DISTRICT,Mohla,Rural,171,0,0,"18,178","86,994","42,911","44,083",798.06,109
3308,SUB-DISTRICT,Mohla,Urban,171,0,0,0,"86,994","42,911","44,083",0,0
3309,SUB-DISTRICT,Manpur,Total,0,0,0,"17,985",0,0,0,1140.66,78
3309,SUB-DISTRICT,Manpur,Rural,169,1,0,"17,985","88,619","44,387","44,232",1140.66,78
3309,SUB-DISTRICT,Manpur,Urban,169,1,0,0,"88,619","44,387","44,232",0,0
3310,SUB-DISTRICT,Ambagarh,Total,0,0,1,"23,114",0,0,0,551.94,196
3310,SUB-DISTRICT,Ambagarh,Rural,151,3,0,"20,938","1,08,334","52,780","55,554",540.46,182
3310,SUB-DISTRICT,Ambagarh,Urban,151,3,1,"2,176","98,445","47,929","50,516",11.48,861
0,DISTRICT,Durg,Total,0,0,25,"7,01,707","9,889","4,851","5,038",8535,392
0,DISTRICT,Durg,Rural,"1,761",12,0,"4,24,294","33,43,872","16,82,101","16,61,771",7980.14,258
0,DISTRICT,Durg,Urban,"1,761",12,25,"2,77,413","20,59,107","10,26,152","10,32,955",554.86,"2,315"
3311,SUB-DISTRICT,Nawagarh,Total,0,0,2,"41,732","12,84,765","6,55,949","6,28,816",625.02,315
3311,SUB-DISTRICT,Nawagarh,Rural,185,0,0,"38,152","1,97,081","98,792","98,289",590.71,305
3311,SUB-DISTRICT,Nawagarh,Urban,185,0,2,"3,580","1,79,944","90,246","89,698",34.31,499
3312,SUB-DISTRICT,Bemetara,Total,0,0,1,"41,731","17,137","8,546","8,591",733.02,294
3312,SUB-DISTRICT,Bemetara,Rural,187,0,0,"35,931","2,15,624","1,07,992","1,07,632",721.2,259
3312,SUB-DISTRICT,Bemetara,Urban,187,0,1,"5,800","1,87,088","93,712","93,376",11.82,"2,414"
3313,SUB-DISTRICT,Saja,Total,0,0,3,"23,555","28,536","14,280","14,256",513.04,229
3313,SUB-DISTRICT,Saja,Rural,108,1,0,"20,280","1,17,486","58,625","58,861",482.59,212
3313,SUB-DISTRICT,Saja,Urban,108,1,3,"3,275","1,02,130","50,983","51,147",30.45,504
3314,SUB-DISTRICT,Thanakhamria,Total,0,0,1,"15,138","15,356","7,642","7,714",215.03,364
3314,SUB-DISTRICT,Thanakhamria,Rural,77,0,0,"13,593","78,192","38,881","39,311",211.53,330
3314,SUB-DISTRICT,Thanakhamria,Urban,77,0,1,"1,545","69,819","34,659","35,160",3.5,"2,392"
3315,SUB-DISTRICT,Berla,Total,0,0,1,"36,612","8,373","4,222","4,151",777.61,241
3315,SUB-DISTRICT,Berla,Rural,132,4,0,"35,466","1,87,376","93,360","94,016",766.18,238
3315,SUB-DISTRICT,Berla,Urban,132,4,1,"1,146","1,82,211","90,768","91,443",11.43,452
3316,SUB-DISTRICT,Dhamdha,Total,0,0,3,"56,046","5,165","2,592","2,573",888.34,304
3316,SUB-DISTRICT,Dhamdha,Rural,162,0,0,"42,149","2,69,990","1,35,480","1,34,510",804.21,254
3316,SUB-DISTRICT,Dhamdha,Urban,162,0,3,"13,897","2,04,491","1,02,361","1,02,130",84.13,779
3317,SUB-DISTRICT,Durg,Total,0,0,4,"2,42,348","65,499","33,119","32,380",639.42,"1,762"
3317,SUB-DISTRICT,Durg,Rural,80,0,0,"43,045","11,26,731","5,76,597","5,50,134",423.51,474
3317,SUB-DISTRICT,Durg,Urban,80,0,4,"1,99,303","2,00,696","1,01,193","99,503",215.91,"4,289"
3318,SUB-DISTRICT,Patan,Total,0,0,2,"69,076","9,26,035","4,75,404","4,50,631",770.52,422
3318,SUB-DISTRICT,Patan,Rural,142,0,0,"44,884","3,25,227","1,63,736","1,61,491",676.96,313
3318,SUB-DISTRICT,Patan,Urban,142,0,2,"24,192","2,12,061","1,06,147","1,05,914",93.56,"1,210"
3319,SUB-DISTRICT,Gunderdehi,Total,0,0,2,"42,188","1,13,166","57,589","55,577",685.6,299
3319,SUB-DISTRICT,Gunderdehi,Rural,159,0,0,"39,291","2,04,752","1,01,869","1,02,883",669.83,286
3319,SUB-DISTRICT,Gunderdehi,Urban,159,0,2,"2,897","1,91,287","95,182","96,105",15.77,854
3320,SUB-DISTRICT,Dondi Luhara,Total,0,0,1,"40,602","13,465","6,687","6,778",953.81,207
3320,SUB-DISTRICT,Dondi Luhara,Rural,205,6,0,"39,224","1,97,411","97,098","1,00,313",947.88,202
3320,SUB-DISTRICT,Dondi Luhara,Urban,205,6,1,"1,378","1,91,366","94,142","97,224",5.93,"1,019"
3321,SUB-DISTRICT, Balod,Total,0,0,1,"27,370","6,045","2,956","3,089",333.83,376
3321,SUB-DISTRICT, Balod,Rural,91,1,0,"22,062","1,25,407","62,058","63,349",329.21,309
3321,SUB-DISTRICT, Balod,Urban,91,1,1,"5,308","1,01,759","50,260","51,499",4.62,"5,119"
3322,SUB-DISTRICT,Dondi,Total,0,0,3,"35,376","23,648","11,798","11,850",850.45,183
3322,SUB-DISTRICT,Dondi,Rural,112,0,0,"21,189","1,55,370","76,422","78,948",810.74,119
3322,SUB-DISTRICT,Dondi,Urban,112,0,3,"14,187","96,805","47,191","49,614",39.71,"1,475"
3323,SUB-DISTRICT,Gurur,Total,0,0,1,"29,933","58,565","29,231","29,334",549.31,261
3323,SUB-DISTRICT,Gurur,Rural,121,0,0,"29,028","1,43,225","71,191","72,034",545.59,256
3323,SUB-DISTRICT,Gurur,Urban,121,0,1,905,"1,39,450","69,308","70,142",3.72,"1,015"
0,DISTRICT,Raipur,Total,0,0,26,"8,71,225","3,775","1,883","1,892",12383,328
0,DISTRICT,Raipur,Rural,"2,094",55,0,"5,55,578","40,63,872","20,48,186","20,15,686",11878.48,217
0,DISTRICT,Raipur,Urban,"2,094",55,26,"3,15,647","25,80,583","12,88,567","12,92,016",504.52,"2,940"
3324,SUB-DISTRICT,Simga,Total,0,0,2,"41,888","14,83,289","7,59,619","7,23,670",608.56,339
3324,SUB-DISTRICT,Simga,Rural,122,4,0,"37,679","2,06,021","1,03,188","1,02,833",584.74,316
3324,SUB-DISTRICT,Simga,Urban,122,4,2,"4,209","1,84,855","92,557","92,298",23.82,889
3325,SUB-DISTRICT,Bhatapara,Total,0,0,1,"41,482","21,166","10,631","10,535",467.53,435
3325,SUB-DISTRICT,Bhatapara,Rural,108,1,0,"29,334","2,03,295","1,01,892","1,01,403",453.74,321
3325,SUB-DISTRICT,Bhatapara,Urban,108,1,1,"12,148","1,45,758","72,731","73,027",13.79,"4,172"
3326,SUB-DISTRICT,Baloda Bazar,Total,0,0,3,"48,514","57,537","29,161","28,376",617.29,405
3326,SUB-DISTRICT,Baloda Bazar,Rural,145,2,0,"40,273","2,49,728","1,24,631","1,25,097",588,355
3326,SUB-DISTRICT,Baloda Bazar,Urban,145,2,3,"8,241","2,09,012","1,04,118","1,04,894",29.29,"1,390"
3327,SUB-DISTRICT,Palari,Total,0,0,1,"40,420","40,716","20,513","20,203",593.32,341
3327,SUB-DISTRICT,Palari,Rural,132,0,0,"38,707","2,02,179","1,00,825","1,01,354",579.03,334
3327,SUB-DISTRICT,Palari,Urban,132,0,1,"1,713","1,93,612","96,589","97,023",14.29,600
3328,SUB-DISTRICT,Kasdol,Total,0,0,2,"47,636","8,567","4,236","4,331",1665.15,131
3328,SUB-DISTRICT,Kasdol,Rural,212,4,0,"43,103","2,17,688","1,08,198","1,09,490",1636.21,119
3328,SUB-DISTRICT,Kasdol,Urban,212,4,2,"4,533","1,95,406","97,154","98,252",28.94,770
3329,SUB-DISTRICT,Bilaigarh,Total,0,0,2,"51,195","22,282","11,044","11,238",700.36,323
3329,SUB-DISTRICT,Bilaigarh,Rural,219,3,0,"47,816","2,26,432","1,12,740","1,13,692",681.44,309
3329,SUB-DISTRICT,Bilaigarh,Urban,219,3,2,"3,379","2,10,517","1,04,827","1,05,690",18.92,841
3330,SUB-DISTRICT,Arang,Total,0,0,2,"65,354","15,915","7,913","8,002",902.56,348
3330,SUB-DISTRICT,Arang,Rural,164,1,0,"58,841","3,14,489","1,58,515","1,55,974",865.66,326
3330,SUB-DISTRICT,Arang,Urban,164,1,2,"6,513","2,82,591","1,42,281","1,40,310",36.9,864
3331,SUB-DISTRICT,Abhanpur,Total,0,0,2,"49,182","31,898","16,234","15,664",600.44,403
3331,SUB-DISTRICT,Abhanpur,Rural,105,0,0,"39,945","2,42,089","1,21,042","1,21,047",574.36,345
